2.188.61.0	2.188.61.255	Iran Information Technology Company PJSC
2.188.62.0	2.188.63.255	Telecommunication Infrastructure Company
2.188.64.0	2.188.71.255	Iran Information Technology Company PJSC
2.188.72.0	2.188.72.255	Respina Networks & Beyond PJSC
2.188.73.0	2.188.73.255	Respina Networks & Beyond PJSC
2.188.74.0	2.188.74.255	Respina Networks & Beyond PJSC
2.188.75.0	2.188.75.255	Respina Networks & Beyond PJSC
2.188.76.0	2.188.76.255	Telecommunication Infrastructure Company
2.188.77.0	2.188.77.255	Iran Information Technology Company PJSC
2.188.78.0	2.188.78.255	Iran Information Technology Company PJSC
2.188.79.0	2.188.79.255	Iran Information Technology Company PJSC
2.188.80.0	2.188.95.255	Telecommunication Infrastructure Company
2.188.96.0	2.188.127.255	Telecommunication Infrastructure Company
2.188.128.0	2.188.159.255	Telecommunication Infrastructure Company
2.188.160.0	2.188.160.255	Respina Networks & Beyond PJSC
2.188.161.0	2.188.161.255	Respina Networks & Beyond PJSC
2.188.162.0	2.188.162.255	Respina Networks & Beyond PJSC
2.188.163.0	2.188.163.255	Respina Networks & Beyond PJSC
2.188.164.0	2.188.164.255	Respina Networks & Beyond PJSC
2.188.165.0	2.188.165.255	Respina Networks & Beyond PJSC
2.188.166.0	2.188.166.255	Respina Networks & Beyond PJSC
2.188.167.0	2.188.167.255	Respina Networks & Beyond PJSC
2.188.168.0	2.188.169.255	Tarahan Shabake Sharif LTD
2.188.170.0	2.188.170.255	Respina Networks & Beyond PJSC
2.188.171.0	2.188.171.255	Tarahan Shabake Sharif LTD
2.188.172.0	2.188.175.255	Tarahan Shabake Sharif LTD
2.188.176.0	2.188.177.255	Telecommunication Infrastructure Company
2.188.178.0	2.188.178.255	Iran Information Technology Company PJSC
2.188.179.0	2.188.179.255	Telecommunication Infrastructure Company
2.188.180.0	2.188.180.255	Telecommunication Infrastructure Company
2.188.181.0	2.188.181.255	Iran Information Technology Company PJSC
2.188.182.0	2.188.183.255	Telecommunication Infrastructure Company
2.188.184.0	2.188.184.255	Telecommunication Infrastructure Company
2.188.185.0	2.188.185.255	Telecommunication Infrastructure Company
2.188.186.0	2.188.186.255	Iran Information Technology Company PJSC
2.188.187.0	2.188.187.255	Telecommunication Infrastructure Company
2.188.188.0	2.188.189.255	Telecommunication Infrastructure Company
2.188.190.0	2.188.190.255	Telecommunication Infrastructure Company
2.188.191.0	2.188.191.255	Iran Information Technology Company PJSC
2.188.192.0	2.188.207.255	Telecommunication Infrastructure Company
2.188.208.0	2.188.208.255	Respina Networks & Beyond PJSC
2.188.209.0	2.188.209.255	Respina Networks & Beyond PJSC
2.188.210.0	2.188.210.255	Respina Networks & Beyond PJSC
2.188.211.0	2.188.211.255	Respina Networks & Beyond PJSC
2.188.212.0	2.188.212.255	Respina Networks & Beyond PJSC
2.188.213.0	2.188.213.255	Respina Networks & Beyond PJSC
2.188.214.0	2.188.215.255	Respina Networks & Beyond PJSC
2.188.216.0	2.188.216.255	Respina Networks & Beyond PJSC
2.188.217.0	2.188.217.255	Respina Networks & Beyond PJSC
2.188.218.0	2.188.218.255	Respina Networks & Beyond PJSC
2.188.219.0	2.188.219.255	Respina Networks & Beyond PJSC
2.188.220.0	2.188.220.255	Respina Networks & Beyond PJSC
2.188.221.0	2.188.221.255	Respina Networks & Beyond PJSC
2.188.222.0	2.188.222.255	Respina Networks & Beyond PJSC
2.188.223.0	2.188.223.255	Respina Networks & Beyond PJSC
2.188.224.0	2.188.224.255	Respina Networks & Beyond PJSC
2.188.225.0	2.188.225.255	Respina Networks & Beyond PJSC
2.188.226.0	2.188.226.255	Respina Networks & Beyond PJSC
2.188.227.0	2.188.227.255	Respina Networks & Beyond PJSC
2.188.228.0	2.188.228.255	Respina Networks & Beyond PJSC
2.188.229.0	2.188.229.255	Ofogh Koroush Chain Store Public Joint Stock
2.188.230.0	2.188.230.255	Respina Networks & Beyond PJSC
2.188.231.0	2.188.231.255	Respina Networks & Beyond PJSC
2.188.232.0	2.188.232.255	Respina Networks & Beyond PJSC
2.188.233.0	2.188.233.255	Respina Networks & Beyond PJSC
2.188.234.0	2.188.234.255	Fara Net Gostar Kavoshgaran Aftab
2.188.235.0	2.188.235.255	Respina Networks & Beyond PJSC
2.188.236.0	2.188.236.255	Respina Networks & Beyond PJSC
2.188.237.0	2.188.237.255	Respina Networks & Beyond PJSC
2.188.238.0	2.188.238.255	Fara Net Gostar Kavoshgaran Aftab
2.188.239.0	2.188.239.255	Respina Networks & Beyond PJSC
2.188.240.0	2.188.240.255	Respina Networks & Beyond PJSC
2.188.241.0	2.188.241.255	Respina Networks & Beyond PJSC
2.188.242.0	2.188.242.255	Respina Networks & Beyond PJSC
2.188.243.0	2.188.243.255	Respina Networks & Beyond PJSC
2.188.244.0	2.188.244.255	Respina Networks & Beyond PJSC
2.188.245.0	2.188.245.255	Telecommunication Infrastructure Company
2.188.246.0	2.188.246.255	Respina Networks & Beyond PJSC
2.188.247.0	2.188.247.255	Respina Networks & Beyond PJSC
2.188.248.0	2.188.248.255	Telecommunication Infrastructure Company
2.188.249.0	2.188.249.255	Respina Networks & Beyond PJSC
2.188.250.0	2.188.250.255	Respina Networks & Beyond PJSC
2.188.251.0	2.188.251.255	Respina Networks & Beyond PJSC
2.188.252.0	2.188.252.255	Respina Networks & Beyond PJSC
2.188.253.0	2.188.253.255	Telecommunication Infrastructure Company
2.188.254.0	2.188.255.255	Telecommunication Infrastructure Company
2.189.0.0	2.189.0.255	Iran Information Technology Company PJSC
2.189.1.0	2.189.1.255	Telecommunication Infrastructure Company
2.189.2.0	2.189.2.255	Telecommunication Infrastructure Company
2.189.3.0	2.189.3.255	Telecommunication Infrastructure Company
2.189.4.0	2.189.4.255	Iran Information Technology Company PJSC
2.189.5.0	2.189.5.255	Iran Information Technology Company PJSC
